pdf_filename,pdf_path,procedure_category,specific_procedure,confidence_score,task_id,task_category,task_subcategory,task_description,timing,frequency,duration,importance_level,prerequisites,contraindications,warning_signs,special_equipment,provider_contact,follow_up_required,notes,is_new_category
[88%] jbmr_4691.pdf,agent_output/organized_pdfs/Cardiac Surgery/[88%] jbmr_4691.pdf,Cardiac Surgery,Cardiac Surgery,0.88,[88%] jbmr_4691_5,Physical Therapy,,"When conventional therapy is deemed unsatisfactory, the panel considers the use of PTH.",,,,medium,,,,,,False,pattern,False
[88%] jbmr_4691.pdf,agent_output/organized_pdfs/Cardiac Surgery/[88%] jbmr_4691.pdf,Cardiac Surgery,Cardiac Surgery,0.88,[88%] jbmr_4691_6,Physical Therapy,,"When conventional therapy is deemedunsatisfactory, the panel considers the useof parathyroid hormone.",,,,medium,,,,,,False,pattern,False
[88%] jbmr_4691.pdf,agent_output/organized_pdfs/Cardiac Surgery/[88%] jbmr_4691.pdf,Cardiac Surgery,Cardiac Surgery,0.88,[88%] jbmr_4691_7,Diet & Nutrition,,"After reach-ing a plateau, BTMs decline but are maintained at a new steadystate, higher than pretreatment values and well within the nor-mal reference range.",,,,medium,,,,,,False,pattern,False
[88%] jbmr_4691.pdf,agent_output/organized_pdfs/Cardiac Surgery/[88%] jbmr_4691.pdf,Cardiac Surgery,Cardiac Surgery,0.88,[88%] jbmr_4691_8,Physical Therapy,,"When conventional therapy is deemed unsatisfac- tory, the panel considers the use of parathyroid hormone.",,,,medium,,,,,,False,pattern,False
[88%] jbmr_4691.pdf,agent_output/organized_pdfs/Cardiac Surgery/[88%] jbmr_4691.pdf,Cardiac Surgery,Cardiac Surgery,0.88,[88%] jbmr_4691_9,Uncategorized,,No data are available on the use of other types of phos-phate binders in Hypo PT.,,,,medium,,,,,,False,pattern,False
[100%] 2023-CPG-on-the-Management-of-Atherosclerotic-Carotid-and-Vertebral-Artery-Disease.pdf,agent_output/organized_pdfs/Cardiac Surgery/[100%] 2023-CPG-on-the-Management-of-Atherosclerotic-Carotid-and-Vertebral-Artery-Disease.pdf,Cardiac Surgery,Cardiac Surgery,1.0,[100%] 2023-CPG-on-the-Management-of-Atherosclerotic-Carotid-and-Vertebral-Artery-Disease_1,Pet Care,,When to prescribe gastric protection medications?,,,,medium,,,,,,False,pattern,True
[100%] 2023-CPG-on-the-Management-of-Atherosclerotic-Carotid-and-Vertebral-Artery-Disease.pdf,agent_output/organized_pdfs/Cardiac Surgery/[100%] 2023-CPG-on-the-Management-of-Atherosclerotic-Carotid-and-Vertebral-Artery-Disease.pdf,Cardiac Surgery,Cardiac Surgery,1.0,[100%] 2023-CPG-on-the-Management-of-Atherosclerotic-Carotid-and-Vertebral-Artery-Disease_2,Uncategorized,,No RCTs have addressed this question in patients with ver- tebrobasilar (VB) symptoms.,,,,medium,,,,,,False,pattern,False
[92%] ESVS-2022-CVD-Guidelines.pdf,agent_output/organized_pdfs/Cardiac Surgery/[92%] ESVS-2022-CVD-Guidelines.pdf,Cardiac Surgery,Cardiac Surgery,0.92,[92%] ESVS-2022-CVD-Guidelines_1,Uncategorized,,"After the ﬁrst draft was completed and internally reviewed, the GWC met again in September 2020 in Frankfurt, Germany, to review and approve the wording of each recommendation.",,,,medium,,,,,,False,pattern,False
[92%] ESVS-2022-CVD-Guidelines.pdf,agent_output/organized_pdfs/Cardiac Surgery/[92%] ESVS-2022-CVD-Guidelines.pdf,Cardiac Surgery,Cardiac Surgery,0.92,[92%] ESVS-2022-CVD-Guidelines_2,Uncategorized,,"After each review round, the re- viewers ’general and detailed comments were compiled into one document.",,,,medium,,,,,,False,pattern,False
[92%] ESVS-2022-CVD-Guidelines.pdf,agent_output/organized_pdfs/Cardiac Surgery/[92%] ESVS-2022-CVD-Guidelines.pdf,Cardiac Surgery,Cardiac Surgery,0.92,[92%] ESVS-2022-CVD-Guidelines_3,Vision,,"After three re-view and subsequent revision rounds, the ﬁnal document was approved and submitted to the European Journal of Vascular and Endovascular Surgery on 10 November 2021.",,,,medium,,,,,,False,pattern,True
[92%] ESVS-2022-CVD-Guidelines.pdf,agent_output/organized_pdfs/Cardiac Surgery/[92%] ESVS-2022-CVD-Guidelines.pdf,Cardiac Surgery,Cardiac Surgery,0.92,[92%] ESVS-2022-CVD-Guidelines_4,Pet Care,,No treatment of lower leg incompetent PVs in patients with VVs without skin changes61.,,,,medium,,,,,,False,pattern,True
[92%] ESVS-2022-CVD-Guidelines.pdf,agent_output/organized_pdfs/Cardiac Surgery/[92%] ESVS-2022-CVD-Guidelines.pdf,Cardiac Surgery,Cardiac Surgery,0.92,[92%] ESVS-2022-CVD-Guidelines_5,Diet & Nutrition,,No endovascular or surgical treatment of iliac vein outflow obstruction in patients without severe symptoms 72.,,,,medium,,,,,,False,pattern,False
[92%] ESVS-2022-CVD-Guidelines.pdf,agent_output/organized_pdfs/Cardiac Surgery/[92%] ESVS-2022-CVD-Guidelines.pdf,Cardiac Surgery,Cardiac Surgery,0.92,[92%] ESVS-2022-CVD-Guidelines_6,Equipment Management,,"No sustained compression for VLU, if ankle pressure < 60 mm Hg, toe pressure < 30 mm Hg or ABI < 0.",,,,medium,,,,compression,,False,pattern,False
[92%] ESVS-2022-CVD-Guidelines.pdf,agent_output/organized_pdfs/Cardiac Surgery/[92%] ESVS-2022-CVD-Guidelines.pdf,Cardiac Surgery,Cardiac Surgery,0.92,[92%] ESVS-2022-CVD-Guidelines_7,Uncategorized,,No pelvic vein embolisation in patients with VVs of pelvic origin without pelvic symptoms94.,,,,medium,,,,,,False,pattern,False
[92%] ESVS-2022-CVD-Guidelines.pdf,agent_output/organized_pdfs/Cardiac Surgery/[92%] ESVS-2022-CVD-Guidelines.pdf,Cardiac Surgery,Cardiac Surgery,0.92,[92%] ESVS-2022-CVD-Guidelines_8,Uncategorized,,No interruption of anticoagulation to undergo EVTA Class I Class IIa Class IIb Class III Figure 1.,,,,medium,,,,,,False,pattern,False
[92%] ESVS-2022-CVD-Guidelines.pdf,agent_output/organized_pdfs/Cardiac Surgery/[92%] ESVS-2022-CVD-Guidelines.pdf,Cardiac Surgery,Cardiac Surgery,0.92,[92%] ESVS-2022-CVD-Guidelines_9,Pet Care,,No pathophysiology identi ﬁed * Reporting of pathophysiological class must be accompanied by the relevant anatomical location (see Table 4 ).,,,,high,,,,,,False,pattern,True
[92%] ESVS-2022-CVD-Guidelines.pdf,agent_output/organized_pdfs/Cardiac Surgery/[92%] ESVS-2022-CVD-Guidelines.pdf,Cardiac Surgery,Cardiac Surgery,0.92,[92%] ESVS-2022-CVD-Guidelines_10,Pet Care,,No venous anatomic location identi ﬁed) * Numbers of anatomical segments used in the 2004 revision5of the CEAP classi ﬁcation.,,,,medium,,,,,,False,pattern,True
[92%] ESVS-2022-CVD-Guidelines.pdf,agent_output/organized_pdfs/Cardiac Surgery/[92%] ESVS-2022-CVD-Guidelines.pdf,Cardiac Surgery,Cardiac Surgery,0.92,[92%] ESVS-2022-CVD-Guidelines_11,Activity Restrictions,,Exercise to improve venous symptoms in CVD patients 12.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_1,Activity Restrictions,,Resume Usual Activities .,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_2,Sleep Positioning,,"Elevate your legs, do your exercises, and wear your compression/support hose, if prescribed.",,,,medium,,,,compression,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_3,Sleep Positioning,,"You may find it difficult to fall asleep, or you may wake up at 2:00 a.",,,,low,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_4,Bowel Bladder,,You may use a stool softener or laxative of your choice.,,,,low,,,,,,False,pattern,True
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_5,Monitoring,,"Contact your doctor if you notice increased swelling, redness, or pain.",,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_6,Uncategorized,,Avoid crossing your legs because this impairs circulation.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_7,Sleep Positioning,,Avoid sitting in one position or standing for prolonged periods of time.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_8,Sleep Positioning,,Elevate your leg on a stool or coffee table with a pillow under your foot when sitting.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_9,Monitoring,,Check your leg daily for swelling.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_10,Sleep Positioning,,Remove your stockings at bedtime.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_11,Diet & Nutrition,,"Take them with a small meal, if appropriate.",,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_12,Medication Management,,Take the medicine exactly as your doctor prescribes.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_13,Medication Management,,"Keep a current list of your medicines, dosages, and times to be taken in your wallet or purse.",,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_14,Pet Care,,"Do not take other medication, supplements, or herbal preparations without telling your doctor.",,,,medium,,,,,,False,pattern,True
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_15,Uncategorized,,Avoid vigorous scrubbing.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_16,Wound Care,,You may go home with staples in your leg.,,,,low,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_17,Wound Care,,"Do not apply lotions, creams, oils, or powders to your incisions unless prescribed by your surgeon.",,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_18,Wound Care,,Check your incisions daily.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_19,Follow-up Care,,Call your doctor What your doctor/nurse might ask if you call: • How long have you had these symptoms?,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_20,Wound Care,,You can take showers after your pacing wires and staples are out.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_21,Wound Care,,Avoid soaking in baths until your incisions are healed.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_22,Diet & Nutrition,,Avoid extremely hot water.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_23,Hearing,,"Wear comfortable, loose-fitting clothes that do not put undue pressure on your incisions.",,,,medium,,,,,,False,pattern,True
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_24,Uncategorized,,Do not try to do too many things at one time.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_25,Uncategorized,,Take them at a slow pace.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_26,Pain Management,,Stop and rest if you tire.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_27,Emergency Signs,,"Stop any activity immediately if you feel short of breath, notice irregular heartbeats, feel faint or dizzy, or have chest pain.",,,,critical,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_28,Pain Management,,Rest until the symptoms subside.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_29,Sexual Activity,,You can resume sexual relations when you feel comfortable.,,,,medium,,,,,,False,pattern,True
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_30,Uncategorized,,You can ride as a passenger in a car at any time.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_31,Activity Restrictions,,"Avoid driving, outdoor bicycling, or motorcycle riding for 6 weeks after surgery.",,,for 6 weeks,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_32,Uncategorized,,You should not put too much strain on your sternum while it is healing.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_33,Activity Restrictions,,"Avoid lifting, pushing, or pulling anything heavier than 10 pounds for 6 weeks after surgery.",,,for 6 weeks,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_34,Work Return,,Check with your surgeon and get cleared before returning to work.,,,,medium,,,,,,True,pattern,True
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_35,Follow-up Care,,Limit your visitors for the first couple of weeks.,,,,medium,,,,,,True,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_36,Activity Restrictions,,Keep in mind that all of these activities need to be in the 10-pound weight limit or less until 6 weeks after surgery.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_37,Activity Restrictions,,Resume Usual Activities +6 9 ctsurgerypatients.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_38,Uncategorized,,You should try to have less than 30% of your calories from fat.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_39,Diet & Nutrition,,You should begin making changes to your diet when your appetite returns to normal.,,,,medium,,,,,,True,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_40,Activity Restrictions,,Keep a record of your daily weight.,,,,medium,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_41,Sexual Activity,,"You should ask the hospital staff about risk factors, diet, medication instruction, sexual activity, exercise, and normal life at home.",,,,medium,,,,,,False,pattern,True
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_42,Hearing,,"After Heart Surgery The more you know about what to expect after heart surgery, the smoother your recovery may be.",,,,low,,,,,,False,pattern,True
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_43,Uncategorized,,"While individual patient responses to surgery and recovery experiences may vary, some generalizations can be made.",,,,low,,,,,,False,pattern,False
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_44,Activity Restrictions,,When to Resume Usual Activities .,,,,medium,,,,,,False,pattern,False
