pdf_filename,pdf_path,procedure_category,specific_procedure,confidence_score,task_id,task_category,task_subcategory,task_description,timing,frequency,duration,importance_level,prerequisites,contraindications,warning_signs,special_equipment,provider_contact,follow_up_required,notes,is_new_category,enhanced,description_length
[96%] som-2024-2025-82024.pdf,agent_output/organized_pdfs/Cardiac Surgery/[96%] som-2024-2025-82024.pdf,Cardiac Surgery,Cardiac Surgery,0.96,[96%] som-2024-2025-82024_2,Administrative,,You may also file a complaint about Emory University with the State of Georgia Nonpublic Postsecondary Education Commission (GNPEC). Use the website at www.GNPEC.,,,,low,,,,,,False,pattern,True,True,162
[96%] som-2024-2025-82024.pdf,agent_output/organized_pdfs/Cardiac Surgery/[96%] som-2024-2025-82024.pdf,Cardiac Surgery,Cardiac Surgery,0.96,[96%] som-2024-2025-82024_3,Medication Management,,"Contact Information Subject Contact Phone Email Clarification of Policy Office of the Provost 404-727-4170 nancy.bliwise@emory.edu Revision History o Version Published on: Feb 24, 2020 o Version Published on: Jan 24, 2019 o Version Published on: Aug 07, 2018 o Version Published on: May 09, 2017 o Version Published on: Aug 10, 2015 (March 2014 edits) o Version Published on: Jan 28, 2015 o Version Published on: Mar 13, 2014 (Original Publication) 8 TABLE OF CONTENTS Program Pages Doctor of Medicine 9-118 Doctoral Program Doctor of Physical Therapy 119-154 Doctoral Program Anesthesiology Assistant 155-187 Master of Medical Science Genetic Counseling 188-211 Master of Medical Science Physician Assistant 212-244 Master of Medical Science Medical Imaging 245-267 Bachelor of Medical Science Radiologic Technology Program 268-277 Certificate Program 9 DOCTOR OF MEDICINE (MD) Emory University School of Medicine offers a dynamic blend of active learning, early clinical skills training, patient contact, traditional lecture, and small-group learning.",,,,medium,,,,,,False,pattern,True,True,1053
[88%] jbmr_4691.pdf,agent_output/organized_pdfs/Cardiac Surgery/[88%] jbmr_4691.pdf,Cardiac Surgery,Cardiac Surgery,0.88,[88%] jbmr_4691_1,Diet & Nutrition,,Monitor serum calcium (ionized or albumin-adjusted) within several days of a signi ﬁcant change in medical treatment. 6.How are patients with Hypo.,,,,medium,,,,,,False,pattern,False,True,147
[88%] jbmr_4691.pdf,agent_output/organized_pdfs/Cardiac Surgery/[88%] jbmr_4691.pdf,Cardiac Surgery,Cardiac Surgery,0.88,[88%] jbmr_4691_2,Physical Therapy,,"Avoid hypercalciuria when titrating calcium and active vitamin D analogue therapy, aiming for low normalplasma calcium levels. Journal of Bone and Mineral Research n2 KHAN ET AL. The panel proposes achieving a 24-hour urinary calcium level of <6.",,,,medium,,,,,,False,pattern,False,True,246
[88%] jbmr_4691.pdf,agent_output/organized_pdfs/Cardiac Surgery/[88%] jbmr_4691.pdf,Cardiac Surgery,Cardiac Surgery,0.88,[88%] jbmr_4691_3,Uncategorized,,"Avoid hyperphosphatemia. Panel members prescribe cal- cium supplements with mea ls to serve as phosphate binders, implement a low-phosphate diet in adults ifneeded, and judiciously use active vitamin D analogue ther-apy. No data are available on the use of other types of phos-phate binders in Hypo.",,,,medium,,,,,,False,pattern,False,True,299
[88%] jbmr_4691.pdf,agent_output/organized_pdfs/Cardiac Surgery/[88%] jbmr_4691.pdf,Cardiac Surgery,Cardiac Surgery,0.88,[88%] jbmr_4691_4,Uncategorized,,"Avoid using thiazide diuretics and PTH or PTH ana- logues during pregnancy. Introduction An international task force on hypoparathyroidism (Hypo. PT) wasconvened to review new ﬁndings and insights and to developupdated evidence-based guidelines on the diagnosis, evalua- tion, and management of Hypo.",,,,medium,,,,,,False,pattern,False,True,300
[88%] jbmr_4691.pdf,agent_output/organized_pdfs/Cardiac Surgery/[88%] jbmr_4691.pdf,Cardiac Surgery,Cardiac Surgery,0.88,[88%] jbmr_4691_5,Physical Therapy,,"When conventional therapy is deemed unsatisfac- tory, the panel considers the use of parathyroid hormone. Pregnancy and Lactation Pregnancy is associated with changes in calcium-regulating hor-mones and in calcium homeostasis. These changes may result inaltered requirements for calcium and active vitamin D duringpregnancy.",,,,medium,,,,,,False,pattern,False,True,324
[88%] jbmr_4691.pdf,agent_output/organized_pdfs/Cardiac Surgery/[88%] jbmr_4691.pdf,Cardiac Surgery,Cardiac Surgery,0.88,[88%] jbmr_4691_6,Physical Therapy,,"When conventional therapy is deemed unsatisfac- tory, the panel considers the use of parathyroid hormone. Pregnancy and Lactation Pregnancy is associated with changes in calcium-regulating hor-mones and in calcium homeostasis. These changes may result inaltered requirements for calcium and active vitamin D duringpregnancy.",,,,medium,,,,,,False,pattern,False,True,324
[88%] jbmr_4691.pdf,agent_output/organized_pdfs/Cardiac Surgery/[88%] jbmr_4691.pdf,Cardiac Surgery,Cardiac Surgery,0.88,[88%] jbmr_4691_7,Diet & Nutrition,,"After reach-ing a plateau, BTMs decline but are maintained at a new steadystate, higher than pretreatment values and well within the nor-mal reference range. (98-100 )BMD appears to be stable at the hip and spine with decreases observed at the radial site.(82) The REPLACE study was a blinded placebo-controlled Phase 3 study conducted in 134 patients randomized to rh.",,,,medium,,,,,,False,pattern,False,True,369
[88%] jbmr_4691.pdf,agent_output/organized_pdfs/Cardiac Surgery/[88%] jbmr_4691.pdf,Cardiac Surgery,Cardiac Surgery,0.88,[88%] jbmr_4691_8,Physical Therapy,,"When conventional therapy is deemed unsatisfac- tory, the panel considers the use of parathyroid hormone. Pregnancy and Lactation Pregnancy is associated with changes in calcium-regulating hor-mones and in calcium homeostasis. These changes may result inaltered requirements for calcium and active vitamin D duringpregnancy.",,,,medium,,,,,,False,pattern,False,True,324
[88%] jbmr_4691.pdf,agent_output/organized_pdfs/Cardiac Surgery/[88%] jbmr_4691.pdf,Cardiac Surgery,Cardiac Surgery,0.88,[88%] jbmr_4691_9,Uncategorized,,"Avoid hyperphosphatemia. Panel members prescribe cal- cium supplements with mea ls to serve as phosphate binders, implement a low-phosphate diet in adults ifneeded, and judiciously use active vitamin D analogue ther-apy. No data are available on the use of other types of phos-phate binders in Hypo.",,,,medium,,,,,,False,pattern,False,True,299
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_1,Activity Restrictions,,When to Resume Usual Activities ...,,,,medium,,,,,,False,pattern,False,True,35
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_2,Sleep Positioning,,"Elevate your legs, do your exercises, and wear your compression/support hose, if prescribed. These things will help with the swelling. • Have difficulty sleeping at night.",,,,medium,,,,compression,,False,pattern,False,True,171
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_3,Sleep Positioning,,"You may find it difficult to fall asleep, or you may wake up at 2:00 a.m. or 3:00 a.",,,,low,,,,,,False,pattern,False,True,84
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_4,Bowel Bladder,,"You may use a stool softener or laxative of your choice. Drinking plenty of water and walking, as approved by your doctor, and adding more fruits, vegetables, fiber, and juice in your diet will help move things along. • Have mood swings and feel sad on some days.",,,,low,,,,,,False,pattern,True,True,263
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_5,Monitoring,,"Do not apply lotions, creams, oils, or powders to your incisions unless prescribed by your surgeon. Check your incisions daily. Contact your doctor if you notice any of the following: • Increased tenderness of the incision • Increased redness or swelling around the edges of the incision • Any drainage from the incision line • A persistent fever 5 ctsurgerypatients.",,,,medium,,,,,,False,pattern,False,True,367
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_6,Uncategorized,,Avoid crossing your legs because this impairs circulation. • Avoid sitting in one position or standing for prolonged periods of time. • Elevate your leg on a stool or coffee table with a pillow under your foot when sitting.,,,,medium,,,,,,False,pattern,False,True,223
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_7,Sleep Positioning,,Avoid crossing your legs because this impairs circulation. • Avoid sitting in one position or standing for prolonged periods of time. • Elevate your leg on a stool or coffee table with a pillow under your foot when sitting.,,,,medium,,,,,,False,pattern,False,True,223
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_8,Sleep Positioning,,Avoid crossing your legs because this impairs circulation. • Avoid sitting in one position or standing for prolonged periods of time. • Elevate your leg on a stool or coffee table with a pillow under your foot when sitting.,,,,medium,,,,,,False,pattern,False,True,223
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_9,Monitoring,,"Check your leg daily for swelling. The swelling should decrease when you elevate your leg, but it might recur when you stand. If you continue to have leg swelling or it becomes worse, notify your doctor.",,,,medium,,,,,,False,pattern,False,True,203
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_10,Sleep Positioning,,"Remove your stockings at bedtime. Wash the stockings with mild soap and water, and dry them on a line. Medications.",,,,medium,,,,,,False,pattern,False,True,115
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_11,Diet & Nutrition,,"Take them with a small meal, if appropriate. If you have any of the following side effects from medication, you should call your doctor’s office: • Diarrhea, constipation, or stomach pain • Nausea, vomiting, and upset stomach • Dizziness or lightheadedness when standing • Confusion • Tingling in hands and feet • Extremely slow or fast pulse • Skin rash • Unusual bruising or bleeding. Your doctor will prescribe medications when you are discharged from the hospital.",,,,medium,,,,,,False,pattern,False,True,468
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_12,Medication Management,,"Take the medicine exactly as your doctor prescribes. Keep a current list of your medicines, dosages, and times to be taken in your wallet or purse. Do not take other medication, supplements, or herbal preparations without telling your doctor.",,,,medium,,,,,,False,pattern,False,True,242
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_13,Medication Management,,"Take the medicine exactly as your doctor prescribes. Keep a current list of your medicines, dosages, and times to be taken in your wallet or purse. Do not take other medication, supplements, or herbal preparations without telling your doctor.",,,,medium,,,,,,False,pattern,False,True,242
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_14,Medication Management,,"Take the medicine exactly as your doctor prescribes. Keep a current list of your medicines, dosages, and times to be taken in your wallet or purse. Do not take other medication, supplements, or herbal preparations without telling your doctor.",,,,medium,,,,,,False,pattern,True,True,242
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_15,Uncategorized,,"While in the hospital, follow your doctor’s instructions. After discharge, most surgeons would agree that it is safe to wash your incisions daily (directly on the incision or over the steri-strips) with mild soap and warm water. Avoid vigorous scrubbing.",,,,medium,,,,,,False,pattern,False,True,254
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_16,Wound Care,,Avoid vigorous scrubbing. The steri-strips may even fall off on their own. You may go home with staples in your leg.,,,,low,,,,,,False,pattern,False,True,116
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_17,Wound Care,,"Do not apply lotions, creams, oils, or powders to your incisions unless prescribed by your surgeon. Check your incisions daily. Contact your doctor if you notice any of the following: • Increased tenderness of the incision • Increased redness or swelling around the edges of the incision • Any drainage from the incision line • A persistent fever 5 ctsurgerypatients.",,,,medium,,,,,,False,pattern,False,True,367
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_18,Wound Care,,"Do not apply lotions, creams, oils, or powders to your incisions unless prescribed by your surgeon. Check your incisions daily. Contact your doctor if you notice any of the following: • Increased tenderness of the incision • Increased redness or swelling around the edges of the incision • Any drainage from the incision line • A persistent fever 5 ctsurgerypatients.",,,,medium,,,,,,False,pattern,False,True,367
[94%] AHSBrochureFinal.pdf,agent_output/organized_pdfs/Cardiac Surgery/[94%] AHSBrochureFinal.pdf,Cardiac Surgery,Cardiac Surgery,0.94,[94%] AHSBrochureFinal_19,Follow-up Care,,Call your doctor What your doctor/nurse might ask if you call: • How long have you had these symptoms? • What medications are you currently taking and when did you last take them? • When did you have surgery?,,,,medium,,,,,,False,pattern,False,True,208
